STATION,NAME,DATE,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TmeanC
USW00013722,"RALEIGH AIRPORT, NC US",12/2/2017,0,,0,0,49,51,45,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",12/3/2017,0,,0,0,52,64,42,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",12/4/2017,0,,0,0,46,61,33,7.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/5/2017,0,,0,0,51,69,41,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",12/6/2017,0.24,,0,0,54,57,41,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",12/7/2017,0,,0,0,44,49,40,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",12/8/2017,1.33,,0.3,0,40,43,32,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",12/9/2017,0.3,,0,0,33,34,32,0.555555556
USW00013722,"RALEIGH AIRPORT, NC US",12/10/2017,0,,0,0,34,43,27,1.111111111
USW00013722,"RALEIGH AIRPORT, NC US",12/11/2017,0,,0,0,37,55,26,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/12/2017,0,,0,0,44,53,30,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",12/13/2017,0,,0,0,33,43,21,0.555555556
USW00013722,"RALEIGH AIRPORT, NC US",12/14/2017,0,,0,0,42,57,30,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",12/15/2017,0,,0,0,38,43,31,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",12/16/2017,0,,0,0,35,50,24,1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",12/17/2017,0,,0,0,39,51,27,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",12/18/2017,0,,0,0,47,61,35,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",12/19/2017,0,,0,0,50,70,36,10
USW00013722,"RALEIGH AIRPORT, NC US",12/20/2017,0.42,,0,0,54,56,48,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",12/21/2017,0,,0,0,46,53,36,7.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/22/2017,0,,0,0,46,61,36,7.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/23/2017,0,,0,0,56,71,48,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",12/24/2017,0,,0,0,54,61,43,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",12/25/2017,0,,0,0,41,47,30,5
USW00013722,"RALEIGH AIRPORT, NC US",12/26/2017,0,,0,0,34,43,27,1.111111111
USW00013722,"RALEIGH AIRPORT, NC US",12/27/2017,0,,0,0,35,45,27,1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",12/28/2017,0,,0,0,28,30,18,-2.222222222
USW00013722,"RALEIGH AIRPORT, NC US",12/29/2017,0,,0,0,25,42,15,-3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",12/30/2017,0,,0,0,37,52,27,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",12/31/2017,0,,0,0,30,35,23,-1.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/1/2018,0,,0,0,22,28,13,-5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",1/2/2018,0,,0,0,20,32,12,-6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/3/2018,0.06,,0.9,0,21,32,9,-6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/4/2018,0,,0,1.2,26,30,18,-3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/5/2018,0,,0,0,21,31,12,-6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/6/2018,0,,0,0,19,27,12,-7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",1/7/2018,0,,0,0,16,30,4,-8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",1/8/2018,0,,0,0,28,47,16,-2.222222222
USW00013722,"RALEIGH AIRPORT, NC US",1/9/2018,0,,0,0,44,63,29,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/10/2018,0,,0,0,50,61,43,10
USW00013722,"RALEIGH AIRPORT, NC US",1/11/2018,0.11,,0,0,52,64,41,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",1/12/2018,0.5,,0,0,66,71,56,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",1/13/2018,0,,0,0,50,56,29,10
USW00013722,"RALEIGH AIRPORT, NC US",1/14/2018,0,,0,0,29,33,21,-1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/15/2018,0,,0,0,25,39,17,-3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",1/16/2018,0,,0,0,31,47,20,-0.555555556
USW00013722,"RALEIGH AIRPORT, NC US",1/17/2018,0.49,,5.9,0,34,38,23,1.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/18/2018,0,,0.2,5.9,23,34,10,-5
USW00013722,"RALEIGH AIRPORT, NC US",1/19/2018,0,,0,3.9,30,49,19,-1.111111111
USW00013722,"RALEIGH AIRPORT, NC US",1/20/2018,0,,0,1.2,39,56,26,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",1/21/2018,0,,0,0,47,68,31,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/22/2018,0,,0,0,49,62,38,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/23/2018,0.83,,0,0,62,70,47,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",1/24/2018,0,,0,0,47,54,34,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/25/2018,0,,0,0,38,49,26,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/26/2018,0,,0,0,38,57,25,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/27/2018,0,,0,0,47,67,31,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",1/28/2018,1.3,,0,0,57,60,52,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",1/29/2018,0.59,,0,0,49,52,33,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",1/30/2018,0.04,,0,0,35,40,25,1.666666667
USW00013722,"RALEIGH AIRPORT, NC US",1/31/2018,0,,0,0,31,47,19,-0.555555556
USW00013722,"RALEIGH AIRPORT, NC US",2/1/2018,0,,0,0,43,62,31,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",2/2/2018,0.16,,0,0,45,57,24,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",2/3/2018,0,,0,0,28,42,18,-2.222222222
USW00013722,"RALEIGH AIRPORT, NC US",2/4/2018,0.61,,0,0,40,56,33,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",2/5/2018,0,,0,0,40,48,29,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",2/6/2018,0,,0,0,42,59,29,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",2/7/2018,0.21,,0,0,54,65,44,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",2/8/2018,0,,0,0,46,50,33,7.777777778
USW00013722,"RALEIGH AIRPORT, NC US",2/9/2018,0,,0,0,41,58,28,5
USW00013722,"RALEIGH AIRPORT, NC US",2/10/2018,0.08,,0,0,51,65,43,10.55555556
USW00013722,"RALEIGH AIRPORT, NC US",2/11/2018,0,,0,0,67,72,64,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",2/12/2018,0.08,,0,0,61,65,42,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",2/13/2018,0,,0,0,42,44,37,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",2/14/2018,0,,0,0,44,58,37,6.666666667
USW00013722,"RALEIGH AIRPORT, NC US",2/15/2018,0,,0,0,61,75,54,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",2/16/2018,0.02,,0,0,68,81,56,20
USW00013722,"RALEIGH AIRPORT, NC US",2/17/2018,0.06,,0,0,49,56,40,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",2/18/2018,0.02,,0,0,47,61,39,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",2/19/2018,0.3,,0,0,45,50,40,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",2/20/2018,0,,0,0,56,72,50,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",2/21/2018,0,,0,0,68,77,63,20
USW00013722,"RALEIGH AIRPORT, NC US",2/22/2018,0,,0,0,68,78,61,20
USW00013722,"RALEIGH AIRPORT, NC US",2/23/2018,0,,0,0,61,70,52,16.11111111
USW00013722,"RALEIGH AIRPORT, NC US",2/24/2018,0,,0,0,65,78,57,18.33333333
USW00013722,"RALEIGH AIRPORT, NC US",2/25/2018,0,,0,0,67,73,60,19.44444444
USW00013722,"RALEIGH AIRPORT, NC US",2/26/2018,0.09,,0,0,59,63,40,15
USW00013722,"RALEIGH AIRPORT, NC US",2/27/2018,0,,0,0,47,61,35,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",2/28/2018,0.07,,0,0,48,57,39,8.888888889
USW00013722,"RALEIGH AIRPORT, NC US",3/1/2018,0.59,,0,0,52,57,50,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",3/2/2018,0,,0,0,52,55,41,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",3/3/2018,0,,0,0,45,57,35,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",3/4/2018,0,,0,0,45,56,35,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",3/5/2018,0,,0,0,41,54,26,5
USW00013722,"RALEIGH AIRPORT, NC US",3/6/2018,0.45,,0,0,40,42,32,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",3/7/2018,0,,0,0,43,54,35,6.111111111
USW00013722,"RALEIGH AIRPORT, NC US",3/8/2018,0,,0,0,38,47,27,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",3/9/2018,0,,0,0,38,52,25,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",3/10/2018,0,,0,0,45,56,38,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",3/11/2018,0.21,,0,0,45,49,38,7.222222222
USW00013722,"RALEIGH AIRPORT, NC US",3/12/2018,0.92,,1.4,0,37,38,32,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",3/13/2018,0,,0,1.2,38,48,29,3.333333333
USW00013722,"RALEIGH AIRPORT, NC US",3/14/2018,0,,0,0,39,44,31,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",3/15/2018,0,,0,0,42,65,24,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",3/16/2018,0,,0,0,55,68,39,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",3/17/2018,0.27,,0,0,50,71,34,10
USW00013722,"RALEIGH AIRPORT, NC US",3/18/2018,0.01,,0,0,52,60,40,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",3/19/2018,0,,0,0,52,65,44,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",3/20/2018,1.05,,0,0,52,57,36,11.11111111
USW00013722,"RALEIGH AIRPORT, NC US",3/21/2018,0.05,,0,0,37,42,32,2.777777778
USW00013722,"RALEIGH AIRPORT, NC US",3/22/2018,0,,0,0,42,53,32,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",3/23/2018,0,,0,0,42,56,27,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",3/24/2018,0.91,,0.2,0,39,50,27,3.888888889
USW00013722,"RALEIGH AIRPORT, NC US",3/25/2018,0.3,,0,0,40,54,33,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",3/26/2018,0,,0,0,42,53,32,5.555555556
USW00013722,"RALEIGH AIRPORT, NC US",3/27/2018,0.01,,0,0,41,49,34,5
USW00013722,"RALEIGH AIRPORT, NC US",3/28/2018,0,,0,0,55,76,43,12.77777778
USW00013722,"RALEIGH AIRPORT, NC US",3/29/2018,0,,0,0,66,80,56,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",3/30/2018,0.03,,0,0,68,71,51,20
USW00013722,"RALEIGH AIRPORT, NC US",3/31/2018,0,,0,0,54,64,40,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",4/1/2018,0,,0,0,57,75,41,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/2/2018,0,,0,0,66,81,51,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/3/2018,0,,0,0,57,75,45,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/4/2018,0,,0,0,69,77,48,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",4/5/2018,0,,0,0,49,61,34,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",4/6/2018,0,,0,0,56,73,45,13.33333333
USW00013722,"RALEIGH AIRPORT, NC US",4/7/2018,0.99,,0,0,54,62,33,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",4/8/2018,0,,0,0,40,52,32,4.444444444
USW00013722,"RALEIGH AIRPORT, NC US",4/9/2018,0,,0,0,47,57,40,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",4/10/2018,0,,0,0,49,62,39,9.444444444
USW00013722,"RALEIGH AIRPORT, NC US",4/11/2018,0,,0,0,50,62,38,10
USW00013722,"RALEIGH AIRPORT, NC US",4/12/2018,0,,0,0,58,75,44,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",4/13/2018,0,,0,0,66,80,52,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/14/2018,0,,0,0,70,81,59,21.11111111
USW00013722,"RALEIGH AIRPORT, NC US",4/15/2018,3.31,,0,0,72,82,61,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",4/16/2018,0,,0,0,57,64,41,13.88888889
USW00013722,"RALEIGH AIRPORT, NC US",4/17/2018,0,,0,0,47,62,33,8.333333333
USW00013722,"RALEIGH AIRPORT, NC US",4/18/2018,0,,0,0,58,82,42,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",4/19/2018,0,,0,0,69,76,45,20.55555556
USW00013722,"RALEIGH AIRPORT, NC US",4/20/2018,0,,0,0,50,65,34,10
USW00013722,"RALEIGH AIRPORT, NC US",4/21/2018,0,,0,0,53,68,37,11.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/22/2018,0,,0,0,58,70,42,14.44444444
USW00013722,"RALEIGH AIRPORT, NC US",4/23/2018,0.01,,0,0,59,66,52,15
USW00013722,"RALEIGH AIRPORT, NC US",4/24/2018,0.85,,0,0,59,65,53,15
USW00013722,"RALEIGH AIRPORT, NC US",4/25/2018,0,,0,0,62,68,51,16.66666667
USW00013722,"RALEIGH AIRPORT, NC US",4/26/2018,0.18,,0,0,60,75,48,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",4/27/2018,0.01,,0,0,64,73,54,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",4/28/2018,0,,0,0,63,78,50,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",4/29/2018,0,,0,0,60,66,44,15.55555556
USW00013722,"RALEIGH AIRPORT, NC US",4/30/2018,0,,0,0,54,72,36,12.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/1/2018,0,,0,0,63,83,45,17.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/2/2018,0,,0,0,68,85,53,20
USW00013722,"RALEIGH AIRPORT, NC US",5/3/2018,0,,0,0,71,85,57,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/4/2018,0,,0,0,72,85,60,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/5/2018,0,,0,0,72,82,63,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/6/2018,0.16,,0,0,71,85,62,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/7/2018,0,,0,0,66,74,55,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/8/2018,0,,0,0,64,77,53,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/9/2018,0,,0,0,64,79,50,17.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/10/2018,0.18,,0,0,71,87,59,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/11/2018,0,,0,0,72,89,59,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/12/2018,0,,0,0,80,92,67,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/13/2018,0,,0,0,80,93,66,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/14/2018,0,,0,0,80,93,68,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/15/2018,0.02,,0,0,78,88,69,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",5/16/2018,0.76,,0,0,75,85,68,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/17/2018,0.69,,0,0,72,77,69,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",5/18/2018,0.23,,0,0,75,82,71,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/19/2018,0.59,,0,0,71,75,69,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",5/20/2018,0,,0,0,74,86,69,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/21/2018,0.72,,0,0,75,86,68,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/22/2018,0.05,,0,0,73,85,67,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/23/2018,0,,0,0,77,87,69,25
USW00013722,"RALEIGH AIRPORT, NC US",5/24/2018,0,,0,0,76,84,68,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",5/25/2018,0,,0,0,74,86,65,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/26/2018,0.33,,0,0,75,87,68,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",5/27/2018,0,,0,0,77,87,69,25
USW00013722,"RALEIGH AIRPORT, NC US",5/28/2018,0.28,,0,0,73,76,69,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",5/29/2018,0.62,,0,0,74,82,69,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",5/30/2018,0.49,,0,0,76,85,73,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",5/31/2018,0,,0,0,76,88,71,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",6/1/2018,0,,0,0,79,92,69,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/2/2018,0.08,,0,0,77,87,68,25
USW00013722,"RALEIGH AIRPORT, NC US",6/3/2018,0,,0,0,77,88,69,25
USW00013722,"RALEIGH AIRPORT, NC US",6/4/2018,0,,0,0,74,85,64,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/5/2018,0,,0,0,71,82,57,21.66666667
USW00013722,"RALEIGH AIRPORT, NC US",6/6/2018,0.23,,0,0,72,85,61,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",6/7/2018,0,,0,0,72,85,62,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",6/8/2018,0,,0,0,77,89,65,25
USW00013722,"RALEIGH AIRPORT, NC US",6/9/2018,0,,0,0,79,89,68,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/10/2018,0.2,,0,0,79,91,67,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/11/2018,0.31,,0,0,76,85,64,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",6/12/2018,0.01,,0,0,66,70,63,18.88888889
USW00013722,"RALEIGH AIRPORT, NC US",6/13/2018,0,,0,0,74,85,67,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/14/2018,0,,0,0,79,91,70,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/15/2018,0,,0,0,79,86,69,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/16/2018,0,,0,0,78,90,65,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",6/17/2018,0,,0,0,81,93,70,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",6/18/2018,0,,0,0,84,94,74,28.88888889
USW00013722,"RALEIGH AIRPORT, NC US",6/19/2018,0,,0,0,85,96,73,29.44444444
USW00013722,"RALEIGH AIRPORT, NC US",6/20/2018,0,,0,0,83,94,73,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/21/2018,0.12,,0,0,81,92,72,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",6/22/2018,0,,0,0,82,95,71,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",6/23/2018,0.18,,0,0,83,92,74,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/24/2018,0.07,,0,0,83,96,73,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/25/2018,0.02,,0,0,80,88,72,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",6/26/2018,0.74,,0,0,74,74,66,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",6/27/2018,0,,0,0,73,86,65,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",6/28/2018,0,,0,0,79,90,68,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",6/29/2018,0,,0,0,80,92,70,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",6/30/2018,0.02,,0,0,83,94,71,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",7/1/2018,0.48,,0,0,84,95,73,28.88888889
USW00013722,"RALEIGH AIRPORT, NC US",7/2/2018,0,,0,0,85,95,75,29.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/3/2018,0,,0,0,85,95,75,29.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/4/2018,0,,0,0,82,93,72,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",7/5/2018,0.03,,0,0,81,95,72,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/6/2018,0.34,,0,0,78,93,71,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/7/2018,0.65,,0,0,73,79,67,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",7/8/2018,0,,0,0,72,82,62,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/9/2018,0,,0,0,72,87,57,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/10/2018,0,,0,0,75,91,59,23.88888889
USW00013722,"RALEIGH AIRPORT, NC US",7/11/2018,0.05,,0,0,81,96,67,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",7/12/2018,0.01,,0,0,79,87,72,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",7/13/2018,0,,0,0,78,88,68,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/14/2018,0,,0,0,78,89,65,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/15/2018,0,,0,0,80,95,68,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",7/16/2018,0,,0,0,83,95,74,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",7/17/2018,0.1,,0,0,82,98,72,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",7/18/2018,0,,0,0,78,89,72,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/19/2018,0,,0,0,78,90,63,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/20/2018,0,,0,0,77,86,69,25
USW00013722,"RALEIGH AIRPORT, NC US",7/21/2018,0.01,,0,0,77,88,69,25
USW00013722,"RALEIGH AIRPORT, NC US",7/22/2018,1.11,,0,0,76,89,68,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/23/2018,0.02,,0,0,76,88,70,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/24/2018,0,,0,0,77,86,71,25
USW00013722,"RALEIGH AIRPORT, NC US",7/25/2018,0.27,,0,0,76,82,69,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/26/2018,0,,0,0,78,92,68,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",7/27/2018,0,,0,0,82,95,73,27.77777778
USW00013722,"RALEIGH AIRPORT, NC US",7/28/2018,0.84,,0,0,79,91,71,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",7/29/2018,0.07,,0,0,77,88,70,25
USW00013722,"RALEIGH AIRPORT, NC US",7/30/2018,0.72,,0,0,76,86,72,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",7/31/2018,0.22,,0,0,78,87,73,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/1/2018,0.02,,0,0,78,90,73,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/2/2018,0.26,,0,0,78,89,71,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/3/2018,1.12,,0,0,73,77,70,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",8/4/2018,0,,0,0,77,89,71,25
USW00013722,"RALEIGH AIRPORT, NC US",8/5/2018,0,,0,0,80,93,72,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/6/2018,0.05,,0,0,80,92,72,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/7/2018,0.2,,0,0,81,93,71,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",8/8/2018,0.46,,0,0,80,94,69,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/9/2018,0,,0,0,77,90,69,25
USW00013722,"RALEIGH AIRPORT, NC US",8/10/2018,0,,0,0,80,91,69,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/11/2018,0.04,,0,0,80,91,72,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/12/2018,0.8,,0,0,78,89,70,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/13/2018,0.08,,0,0,74,85,67,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",8/14/2018,0.12,,0,0,74,86,65,23.33333333
USW00013722,"RALEIGH AIRPORT, NC US",8/15/2018,0,,0,0,78,90,68,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/16/2018,0,,0,0,79,92,68,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",8/17/2018,0,,0,0,81,91,73,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",8/18/2018,0.49,,0,0,80,88,73,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/19/2018,1.83,,0,0,77,88,68,25
USW00013722,"RALEIGH AIRPORT, NC US",8/20/2018,0.86,,0,0,76,87,68,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",8/21/2018,0.01,,0,0,78,87,71,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/22/2018,0.01,,0,0,78,88,70,25.55555556
USW00013722,"RALEIGH AIRPORT, NC US",8/23/2018,0,,0,0,73,80,60,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",8/24/2018,0,,0,0,68,82,55,20
USW00013722,"RALEIGH AIRPORT, NC US",8/25/2018,0,,0,0,72,83,59,22.22222222
USW00013722,"RALEIGH AIRPORT, NC US",8/26/2018,0,,0,0,73,88,60,22.77777778
USW00013722,"RALEIGH AIRPORT, NC US",8/27/2018,0,,0,0,80,93,69,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",8/28/2018,0,,0,0,81,94,71,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",8/29/2018,0,,0,0,81,94,72,27.22222222
USW00013722,"RALEIGH AIRPORT, NC US",8/30/2018,0,,0,0,83,95,73,28.33333333
USW00013722,"RALEIGH AIRPORT, NC US",8/31/2018,0.27,,0,0,80,92,69,26.66666667
USW00013722,"RALEIGH AIRPORT, NC US",9/1/2018,0.19,,0,0,79,93,71,26.11111111
USW00013722,"RALEIGH AIRPORT, NC US",9/2/2018,0,,0,0,76,90,69,24.44444444
USW00013722,"RALEIGH AIRPORT, NC US",9/3/2018,0,,0,0,78,91,69,25.55555556
